MAGs	count	percentage
GFS_226	288747.893	0.001316141
GFS_2264	106659.8037	0.000486166
GFS_2297	99589.21623	0.000453937
GFS_2304	8003.846926	3.64823E-05
GFS_2310	84651.06633	0.000385848
GFS_2319	42677.28836	0.000194527
GFS_2328	21549.93579	9.82267E-05
GFS_2330	11098.13627	5.05864E-05
GFS_2344	65011.45938	0.000296329
GFS_2351	144022.2314	0.000656467
GFS_2352	164782.5864	0.000751095
GFS_2361	167443.1964	0.000763223
GFS_2368	32626.02214	0.000148713
GFS_2369	28063.12361	0.000127914
GFS_2372	179323.8226	0.000817376
GFS_2383	14378.20385	6.55373E-05
GFS_2386	11071.30434	5.04641E-05
GFS_2410	98683.73745	0.00044981
GFS_2415	42946.90606	0.000195756
GFS_2417	16143.46346	7.35835E-05
GFS_2422	86700.84961	0.000395191
GFS_2430	1496.683831	6.82203E-06
GFS_2458	69632.61897	0.000317392
GFS_2469	247021.3224	0.001125947
GFS_2489	13568.61239	6.18471E-05
GFS_2494	503.1129197	2.29324E-06
GFS_2506	609409.9804	0.002777751
GFS_2507	432010.0147	0.001969144
GFS_2508	26536.7727	0.000120957
GFS_2510	17534.81913	7.99254E-05
GFS_2514	52167.21889	0.000237783
GFS_2515	6507.706853	2.96628E-05
GFS_2518	182064.5771	0.000829868
GFS_2522	31579.98042	0.000143945
GFS_2534	109426.9301	0.000498779
GFS_2535	10801.02152	4.92321E-05
GFS_2541	2591.411795	1.18119E-05
GFS_2542	4101.666813	1.86958E-05
GFS_2545	13676.04347	6.23367E-05
GFS_2557	77933.01811	0.000355226
GFS_2562	57965.13804	0.000264211
GFS_2572	4124.133293	1.87982E-05
GFS_2586	111133.7535	0.000506559
GFS_2587	238919.8198	0.00108902
GFS_2591	29410.49928	0.000134056
GFS_2600	2149.969304	9.79977E-06
GFS_2604	306955.5323	0.001399133
GFS_2611	9359.774871	4.26628E-05
GFS_2625	134122.1401	0.000611342
GFS_2643	56381.55245	0.000256993
GFS_2644	39976.04781	0.000182215
GFS_2647	3954.796263	1.80263E-05
GFS_2649	2888.032781	1.31639E-05
GFS_2676	52103.43982	0.000237493
GFS_2718	16378.42499	7.46545E-05
GFS_2719	10245.62425	4.67006E-05
GFS_2724	1126456.966	0.005134502
GFS_2728	91001.59268	0.000414794
GFS_2729	117999.8211	0.000537855
GFS_2735	287522.9342	0.001310558
GFS_2750	15036.42012	6.85375E-05
GFS_2771	82377.95039	0.000375487
GFS_2774	16616.47368	7.57395E-05
GFS_2780	4173.863433	1.90249E-05
GFS_2787	47486.81259	0.00021645
GFS_2794	100948.6746	0.000460134
GFS_2796	55582.41482	0.00025335
GFS_2847	43813.31829	0.000199705
GFS_2854	14394.90513	6.56134E-05
GFS_2860	1274.544628	5.8095E-06
GFS_2863	91265.79362	0.000415998
GFS_2867	1856.722902	8.46313E-06
GFS_287	1547.648222	7.05433E-06
GFS_2885	21833.85621	9.95209E-05
GFS_2886	167138.4771	0.000761834
GFS_2900	11672.6618	5.32051E-05
GFS_2902	20189.06907	9.20238E-05
GFS_2908	4556.300272	2.07681E-05
GFS_2917	2650.210824	1.20799E-05
GFS_2923	17828.79859	8.12654E-05
GFS_2925	27006.29209	0.000123097
GFS_2933	140405.7235	0.000639983
GFS_294	34089.63368	0.000155384
GFS_2948	18835.69841	8.5855E-05
GFS_2951	458.6877329	2.09074E-06
GFS_2960	38017.68695	0.000173288
GFS_2961	6416.117726	2.92453E-05
GFS_2964	66982.84968	0.000305314
GFS_2967	81657.67372	0.000372204
GFS_2977	260026.5972	0.001185227
GFS_2983	134343.5047	0.000612351
GFS_3013	19154.8361	8.73096E-05
GFS_3016	2724.761682	1.24197E-05
GFS_3035	19467.79782	8.87361E-05
GFS_3043	3067.988681	1.39842E-05
GFS_3044	51140.63946	0.000233104
GFS_3046	10961.29385	4.99627E-05
GFS_3054	383857.4203	0.00174966
GFS_3055	594.5869393	2.71019E-06
GFS_3062	812.4477257	3.70322E-06
GFS_3080	59487.6446	0.000271151
GFS_3093	19215.51479	8.75862E-05
GFS_3094	90816.18118	0.000413949
GFS_3101	79745.57123	0.000363488
GFS_3103	150452.5373	0.000685777
GFS_3107	19030.11094	8.67411E-05
GFS_3108	325959.6985	0.001485756
GFS_3111	114587.163	0.0005223
GFS_3114	47800.33703	0.000217879
GFS_3124	319410.4395	0.001455904
GFS_3132	40046.83114	0.000182537
GFS_3137	599556.0925	0.002732836
GFS_3143	9750.998872	4.4446E-05
GFS_3148	34894.58922	0.000159053
GFS_3150	3010.08654	1.37203E-05
GFS_3154	30186.11822	0.000137591
GFS_3156	54072.74284	0.000246469
GFS_3165	223826.7245	0.001020224
GFS_3178	74465.68651	0.000339422
GFS_3212	45756.3286	0.000208562
GFS_3216	68383.85243	0.0003117
GFS_3221	2096.601557	9.55652E-06
GFS_3223	1243.193786	5.6666E-06
GFS_3228	2306.609338	1.05138E-05
GFS_3232	5399.016509	2.46092E-05
GFS_3239	17137.68205	7.81152E-05
GFS_3240	8516.968669	3.88212E-05
GFS_3241	92166.42999	0.000420104
GFS_3253	167456.895	0.000763285
GFS_3296	4159.886368	1.89612E-05
GFS_3299	540347.4133	0.002462957
GFS_3300	3408.373415	1.55357E-05
GFS_3301	23827.85876	0.00010861
GFS_3307	135071.7706	0.00061567
GFS_3316	211756.8959	0.000965209
GFS_3325	20340.6066	9.27145E-05
GFS_3339	424918.4718	0.00193682
GFS_3344	53339.69297	0.000243128
GFS_335	76074.8653	0.000346757
GFS_3356	65246.21736	0.000297399
GFS_3369	14183.12463	6.46481E-05
GFS_3372	3279.570266	1.49486E-05
GFS_3381	9237.177877	4.2104E-05
GFS_3383	56737.29684	0.000258614
GFS_3384	9425.939926	4.29644E-05
GFS_339	19502.02882	8.88922E-05
GFS_3390	3869.19719	1.76362E-05
GFS_3396	9504.086546	4.33206E-05
GFS_3401	533344.6578	0.002431037
GFS_3414	85625.28233	0.000390288
GFS_3417	367.809284	1.67651E-06
GFS_3428	97790.92518	0.000445741
GFS_3451	19405.85026	8.84538E-05
GFS_3453	1567.134276	7.14315E-06
GFS_3474	961.4170507	4.38223E-06
GFS_3484	85882.59392	0.000391461
GFS_3499	16234.05883	7.39964E-05
GFS_3520	80550.30036	0.000367156
GFS_3553	2247.611202	1.02448E-05
GFS_3556	56473.63527	0.000257412
GFS_3577	40704.00887	0.000185533
GFS_3631	52456.35552	0.000239101
GFS_3651	197847.6584	0.000901809
GFS_3655	6338.777475	2.88928E-05
GFS_3657	3690.630722	1.68223E-05
GFS_3677	7814.702898	3.56202E-05
GFS_3689	417035.8748	0.00190089
GFS_3732	9649.123393	4.39817E-05
GFS_3735	12627.77168	5.75586E-05
GFS_3738	1597.170892	7.28006E-06
GFS_3817	27528.22463	0.000125476
GFS_3818	22350.48776	0.000101876
GFS_3822	38518.76871	0.000175572
GFS_3826	60764.50736	0.000276971
GFS_3829	995.2385471	4.5364E-06
GFS_3830	2037.1933	9.28573E-06
GFS_3841	2732.088771	1.24531E-05
GFS_3868	18687.4717	8.51793E-05
GFS_3870	506.2477819	2.30753E-06
GFS_3872	91072.43468	0.000415117
GFS_3876	54599.08624	0.000248868
GFS_3877	13838.26636	6.30762E-05
GFS_3882	4939.964078	2.25168E-05
GFS_3883	34484.9337	0.000157186
GFS_3885	12153.68597	5.53977E-05
GFS_3888	70868.46107	0.000323025
GFS_3889	11864.67959	5.40804E-05
GFS_3895	3716.772431	1.69414E-05
GFS_3922	299074.6543	0.001363212
GFS_3927	57170.45443	0.000260589
GFS_3956	117773.0163	0.000536821
GFS_3957	32753.02459	0.000149292
GFS_3960	65587.80019	0.000298956
GFS_3976	208108.1116	0.000948577
GFS_3984	7832.112163	3.56995E-05
GFS_3985	385029.6928	0.001755003
GFS_3993	14965.27812	6.82132E-05
GFS_3998	32999.75902	0.000150416
GFS_4002	19144.26055	8.72614E-05
GFS_4010	3488.025449	1.58988E-05
GFS_4011	8599.539525	3.91975E-05
GFS_4015	8276.197381	3.77237E-05
GFS_4018	162820.3846	0.000742151
GFS_4022	2924.20331	1.33288E-05
GFS_4024	6800.09118	3.09955E-05
GFS_4032	55398.20633	0.00025251
GFS_4039	4180.353617	1.90545E-05
GFS_4040	13465.01866	6.13749E-05
GFS_4042	15450.85411	7.04265E-05
GFS_4045	94442.45189	0.000430478
GFS_4065	293.387543	1.33729E-06
GFS_4079	28454.10814	0.000129697
GFS_4080	152913.8557	0.000696996
GFS_4082	7518.787757	3.42714E-05
GFS_4088	6901.790811	3.1459E-05
GFS_4112	60931.32602	0.000277731
GFS_4118	117794.461	0.000536919
GFS_4127	17147.02309	7.81578E-05
GFS_4128	11254.32353	5.12983E-05
GFS_4138	74818.83826	0.000341032
GFS_4145	8957.967511	4.08313E-05
GFS_4189	63705.50503	0.000290376
GFS_4193	18106.27802	8.25302E-05
GFS_4219	1841.979004	8.39592E-06
GFS_4233	13030.41836	5.93939E-05
GFS_4274	45724.5712	0.000208417
GFS_4286	6098.080855	2.77957E-05
GFS_4290	1084.126128	4.94155E-06
GFS_4292	49256.97798	0.000224518
GFS_4302	8106.659118	3.69509E-05
GFS_4306	17329.61745	7.89901E-05
GFS_4320	5369.532939	2.44749E-05
GFS_4323	2205.692582	1.00538E-05
GFS_4334	242033.0767	0.001103211
GFS_4335	122912.3399	0.000560247
GFS_4339	382.0893266	1.7416E-06
GFS_4345	104480.1319	0.000476231
GFS_4374	160004.1315	0.000729315
GFS_4384	42173.77952	0.000192232
GFS_4394	61634.7741	0.000280937
GFS_4401	302640.3789	0.001379465
GFS_4411	122045.0508	0.000556293
GFS_442	318219.9833	0.001450478
GFS_4421	43145.34698	0.000196661
GFS_4440	31921.26793	0.0001455
GFS_4441	3073.2127	1.4008E-05
GFS_4442	2268.428334	1.03397E-05
GFS_4443	9436.139966	4.30109E-05
GFS_4453	63054.09263	0.000287407
GFS_4463	24851.25522	0.000113274
GFS_449	86774.10409	0.000395525
GFS_4518	31220.7432	0.000142307
GFS_4519	18548.38318	8.45454E-05
GFS_4520	137095.6797	0.000624896
GFS_4522	18336.74294	8.35807E-05
GFS_4523	149797.5225	0.000682792
GFS_4538	137366.8313	0.000626132
GFS_4539	170109.1208	0.000775374
GFS_4547	123774.2914	0.000564175
GFS_455	1114.065964	5.07802E-06
GFS_4605	2806.156893	1.27907E-05
GFS_4616	3637.711066	1.6581E-05
GFS_4620	153017.9491	0.000697471
GFS_4626	15353.25474	6.99816E-05
GFS_4627	57413.65907	0.000261697
GFS_4630	17659.58635	8.04941E-05
GFS_4648	259439.5627	0.001182551
GFS_4656	37228.11997	0.000169689
GFS_4681	10611.77189	4.83695E-05
GFS_4682	5591.053925	2.54846E-05
GFS_4690	27646.56008	0.000126016
GFS_4694	1097.375046	5.00194E-06
GFS_4696	2550.045723	1.16234E-05
GFS_4697	1469.402255	6.69768E-06
GFS_4702	95836.45164	0.000436832
GFS_4707	1105.253587	5.03785E-06
GFS_4712	904.9825405	4.125E-06
GFS_4714	16187.08424	7.37823E-05
GFS_4720	11606.04656	5.29015E-05
GFS_4721	6469.566583	2.94889E-05
GFS_4722	28297.94847	0.000128985
GFS_4723	4616.208381	2.10411E-05
GFS_4725	9296.334286	4.23736E-05
GFS_4729	1334.048988	6.08073E-06
GFS_473	922009.6735	0.004202611
GFS_4730	5346.531512	2.437E-05
GFS_4736	14023.8311	6.3922E-05
GFS_4738	264.4904663	1.20557E-06
GFS_475	275707.5271	0.001256702
GFS_4752	30017.56093	0.000136823
GFS_4757	1788.11326	8.1504E-06
GFS_4758	4336.140629	1.97646E-05
GFS_4789	4109.407017	1.87311E-05
GFS_4791	1757.504657	8.01088E-06
GFS_48	29647.0422	0.000135134
GFS_480	55514.93957	0.000253043
GFS_4809	16016.14548	7.30032E-05
GFS_4810	12398.74295	5.65147E-05
GFS_4813	45613.87907	0.000207913
GFS_4821	10631.93576	4.84614E-05
GFS_4827	39119.79109	0.000178312
GFS_4844	25078.60813	0.000114311
GFS_4857	155797.9969	0.000710143
GFS_4863	62025.2778	0.000282717
GFS_4901	52183.77168	0.000237859
GFS_4902	25360.7813	0.000115597
GFS_4915	4806.343112	2.19078E-05
GFS_4930	3791.056651	1.728E-05
GFS_4931	24763.44953	0.000112874
GFS_4933	44640.14691	0.000203474
GFS_4934	611.361792	2.78665E-06
GFS_4936	106547.3135	0.000485653
GFS_4937	35237.16806	0.000160614
GFS_4946	1816.002676	8.27752E-06
GFS_4950	47191.94634	0.000215106
GFS_4958	53260.12106	0.000242765
GFS_4959	8607.616248	3.92344E-05
GFS_4964	20451.16465	9.32184E-05
GFS_4996	139405.3637	0.000635423
GFS_5096	291217.3648	0.001327397
GFS_5127	133838.8874	0.000610051
GFS_5130	195537.7077	0.00089128
GFS_5143	2215810.034	0.01009988
GFS_5180	94548.55222	0.000430962
GFS_5198	5714.01481	2.6045E-05
GFS_5233	464923.6113	0.002119168
GFS_5272	251.8511914	1.14796E-06
GFS_5273	329.5733023	1.50223E-06
GFS_5274	42609.07535	0.000194216
GFS_5278	12430.14908	5.66578E-05
GFS_5282	22491.78823	0.00010252
GFS_5288	391.550751	1.78473E-06
GFS_5289	736823.569	0.003358514
GFS_5291	61263.65281	0.000279246
GFS_5294	27167.60799	0.000123833
GFS_5300	34818.21049	0.000158705
GFS_5301	136625.4926	0.000622752
GFS_5304	26659.06229	0.000121515
GFS_5321	20680.37187	9.42632E-05
GFS_5326	170824.4782	0.000778635
GFS_5333	4610.608476	2.10156E-05
GFS_5337	11545.87706	5.26272E-05
GFS_5351	14841.00017	6.76467E-05
GFS_5367	254553.0655	0.001160278
GFS_5370	134805.2617	0.000614456
GFS_5371	140621.6014	0.000640967
GFS_5396	62864.25757	0.000286541
GFS_541	70501.62092	0.000321353
GFS_5413	12862.2239	5.86273E-05
GFS_5427	1942.567551	8.85441E-06
GFS_5438	8016.580256	3.65404E-05
GFS_5441	29336.00409	0.000133716
GFS_5453	12929.44346	5.89337E-05
GFS_5455	55066.66766	0.000250999
GFS_5457	33357.95448	0.000152049
GFS_5459	5218.443931	2.37862E-05
GFS_5463	18445.76457	8.40776E-05
GFS_5468	15497.27448	7.06381E-05
GFS_5469	11748.90555	5.35527E-05
GFS_5475	12428.19754	5.66489E-05
GFS_5479	76760.87695	0.000349884
GFS_5483	59837.85048	0.000272747
GFS_5495	20299.39868	9.25267E-05
GFS_5502	29056.55847	0.000132443
GFS_5507	13479.99947	6.14432E-05
GFS_5508	44245.38157	0.000201675
GFS_5510	53704.49048	0.00024479
GFS_5521	71276.55263	0.000324886
GFS_5522	316.3293234	1.44186E-06
GFS_5523	199877.7504	0.000911062
GFS_5529	464.791035	2.11856E-06
GFS_5549	10817.33197	4.93065E-05
GFS_5551	718.3992839	3.27453E-06
GFS_5552	102581.7748	0.000467578
GFS_5572	464243.5758	0.002116068
GFS_5581	19346.88904	8.8185E-05
GFS_5603	19497.26716	8.88705E-05
GFS_5604	2014.869976	9.18398E-06
GFS_5614	2049.805649	9.34322E-06
GFS_5624	10221.36418	4.659E-05
GFS_5625	36516.41255	0.000166445
GFS_5629	2611.062234	1.19015E-05
GFS_5632	72149.56049	0.000328865
GFS_5639	26198.19404	0.000119414
GFS_5646	17347.5359	7.90718E-05
GFS_5650	5520.192224	2.51616E-05
GFS_5652	405.2151439	1.84701E-06
GFS_5653	2055.069265	9.36721E-06
GFS_5655	10013.098	4.56407E-05
GFS_5656	18383.80786	8.37952E-05
GFS_5662	5141.19442	2.34341E-05
GFS_5683	3524.558081	1.60653E-05
GFS_5684	16709.77935	7.61648E-05
GFS_5685	5674.814611	2.58664E-05
GFS_5686	1186.805393	5.40958E-06
GFS_5687	1108.13812	5.051E-06
GFS_5688	34614.15335	0.000157775
GFS_5689	30203.09898	0.000137669
GFS_5691	3281.256409	1.49563E-05
GFS_5699	1815618.787	0.008275769
GFS_5704	16724.70123	7.62328E-05
GFS_5712	9661.953371	4.40401E-05
GFS_573	181961.5828	0.000829399
GFS_5730	125763.9877	0.000573245
GFS_5737	7218.488397	3.29026E-05
GFS_5742	241.2225427	1.09952E-06
GFS_5743	4172.526986	1.90188E-05
GFS_5745	3185.88952	1.45216E-05
GFS_5746	4175.722629	1.90334E-05
GFS_5747	3947.157625	1.79915E-05
GFS_5748	29273.11739	0.00013343
GFS_5749	15862.50156	7.23028E-05
GFS_5756	12605.14501	5.74555E-05
GFS_5757	7146.808574	3.25759E-05
GFS_5763	39347.65937	0.00017935
GFS_5764	2653.250964	1.20938E-05
GFS_5765	12384.94143	5.64518E-05
GFS_5770	2715.827002	1.2379E-05
GFS_5775	59129.2258	0.000269517
GFS_5782	296.4335018	1.35117E-06
GFS_5785	8150.736129	3.71519E-05
GFS_5796	725.7926551	3.30823E-06
GFS_5800	22005.90661	0.000100305
GFS_5801	22332.53186	0.000101794
GFS_5804	15237.48526	6.9454E-05
GFS_5806	18968.26551	8.64592E-05
GFS_5813	27024.9495	0.000123182
GFS_5816	1065.945241	4.85868E-06
GFS_5817	11529.00502	5.25503E-05
GFS_5822	37027.5502	0.000168775
GFS_5823	28782.5588	0.000131194
GFS_5830	276110.1747	0.001258537
GFS_5832	59337.51139	0.000270466
GFS_5845	163676.165	0.000746052
GFS_5847	32307.64418	0.000147261
GFS_5851	41367.55965	0.000188557
GFS_5860	2065.961551	9.41686E-06
GFS_5862	1656.430987	7.55018E-06
GFS_5889	125485.8682	0.000571977
GFS_5928	14018.43767	6.38974E-05
GFS_5930	211.526579	9.64159E-07
GFS_5931	32385.24677	0.000147615
GFS_5937	28814.93319	0.000131341
GFS_5943	20270.26469	9.23939E-05
GFS_5953	9485.064035	4.32339E-05
GFS_5954	278017.8492	0.001267233
GFS_5956	7917.556052	3.6089E-05
GFS_5961	2756.947119	1.25664E-05
GFS_5964	13753.55927	6.26901E-05
GFS_5966	87278.9046	0.000397826
GFS_5967	32392.01091	0.000147646
GFS_5972	39346.97045	0.000179347
GFS_5974	2412.05241	1.09944E-05
GFS_5977	9663.945394	4.40492E-05
GFS_5980	35940.57925	0.000163821
GFS_5985	41631.20481	0.000189759
GFS_5988	29118.13762	0.000132723
GFS_5990	506.1270868	2.30698E-06
GFS_5997	33390.21845	0.000152196
GFS_6001	20618.35744	9.39805E-05
GFS_6009	1523.3581	6.94362E-06
GFS_6010	1566.391811	7.13977E-06
GFS_6016	142917.8656	0.000651434
GFS_6018	544676.2286	0.002482688
GFS_6019	127573.8096	0.000581494
GFS_6021	386723.6372	0.001762724
GFS_6026	11929.67468	5.43766E-05
GFS_6050	34674.14791	0.000158048
GFS_6063	6682.401548	3.0459E-05
GFS_6091	9392.646762	4.28126E-05
GFS_6100	110557.3273	0.000503931
GFS_6107	57387.2379	0.000261577
GFS_6108	542.6058651	2.47325E-06
GFS_6110	19566.1678	8.91845E-05
GFS_6112	678.8353109	3.0942E-06
GFS_6115	1338.877067	6.10273E-06
GFS_6116	139729.3431	0.0006369
GFS_6130	1705.244361	7.77267E-06
GFS_6131	14585.97415	6.64843E-05
GFS_6143	12000.42963	5.46991E-05
GFS_6146	5426.376202	2.4734E-05
GFS_6178	162116.6676	0.000738944
GFS_6183	126489.4116	0.000576551
GFS_6184	112833.729	0.000514307
GFS_6186	91427.42696	0.000416735
GFS_6187	1638.415076	7.46806E-06
GFS_6197	1686.23019	7.686E-06
GFS_6199	211899.4384	0.000965858
GFS_6203	64413.63048	0.000293604
GFS_6216	23776.30406	0.000108375
GFS_6217	97938.53958	0.000446413
GFS_6222	24263.88656	0.000110597
GFS_6261	38486.23455	0.000175424
GFS_6266	76377.74615	0.000348137
GFS_6270	122373.428	0.00055779
GFS_6291	4610.601459	2.10156E-05
GFS_6296	95990.38162	0.000437534
GFS_6300	43075.68918	0.000196343
GFS_6306	1049.56221	4.78401E-06
GFS_6309	968.5365082	4.41468E-06
GFS_6317	64973.62137	0.000296156
GFS_632	78311.33781	0.000356951
GFS_6335	56097.37399	0.000255697
GFS_6347	1722.215286	7.85003E-06
GFS_6348	187257.0685	0.000853536
GFS_6350	85147.29615	0.00038811
GFS_6354	69827.98051	0.000318283
GFS_6366	2037.119049	9.28539E-06
GFS_6367	195.517137	8.91186E-07
GFS_6368	3309.315551	1.50842E-05
GFS_6377	43713.82602	0.000199252
GFS_6391	336264.5014	0.001532727
GFS_642	63913.00335	0.000291322
GFS_6430	90010.94008	0.000410279
GFS_6440	8943.988477	4.07676E-05
GFS_6449	57718.826	0.000263088
GFS_6450	24679.9334	0.000112494
GFS_6452	11595.9002	5.28553E-05
GFS_6453	55444.12816	0.00025272
GFS_6454	5254.669688	2.39513E-05
GFS_6456	84497.87019	0.00038515
GFS_6460	13846.53414	6.31139E-05
GFS_6464	41474.86408	0.000189047
GFS_6470	140440.4785	0.000640141
GFS_6472	29564.80054	0.000134759
GFS_6474	15970.0208	7.27929E-05
GFS_6476	20131.1948	9.176E-05
GFS_6502	153413.771	0.000699275
GFS_6506	112494.8604	0.000512763
GFS_6511	35458.29108	0.000161622
GFS_6516	248741.9541	0.00113379
GFS_6523	13885.47794	6.32914E-05
GFS_6524	119093.4089	0.000542839
GFS_6584	277868.9362	0.001266554
GFS_6603	17998.16064	8.20374E-05
GFS_6606	14619.15953	6.66356E-05
GFS_6609	43543.42555	0.000198475
GFS_6618	57949.19657	0.000264138
GFS_6633	10051.95209	4.58178E-05
GFS_6655	90597.13743	0.000412951
GFS_6668	199906.8806	0.000911195
GFS_6685	255312.9314	0.001163741
GFS_6688	16388.50743	7.47004E-05
GFS_6696	106670.3273	0.000486214
GFS_6699	24867.16487	0.000113347
GFS_6711	41518.04911	0.000189243
GFS_6713	6516.776316	2.97041E-05
GFS_6717	1154728.599	0.005263366
GFS_6721	55646.18303	0.000253641
GFS_6731	1025.546049	4.67454E-06
GFS_6733	33107.89037	0.000150909
GFS_6738	15618.84695	7.11922E-05
GFS_6747	113844.2235	0.000518913
GFS_6762	1662.350491	7.57716E-06
GFS_6763	10998.96649	5.01344E-05
GFS_677	24748.81569	0.000112808
GFS_6774	2429.835758	1.10754E-05
GFS_6793	28196.04588	0.00012852
GFS_6795	181318.7512	0.000826469
GFS_6796	491452.4064	0.002240088
GFS_6807	1113470.345	0.005075307
GFS_6809	140640.9706	0.000641055
GFS_6818	3830.01612	1.74576E-05
GFS_6819	665.6745111	3.03421E-06
GFS_6836	32531.62152	0.000148282
GFS_6841	38498.36875	0.000175479
GFS_6843	15513.90741	7.07139E-05
GFS_6850	20242.48953	9.22673E-05
GFS_6861	59578.39896	0.000271564
GFS_6863	30306.18201	0.000138139
GFS_6865	2100.190593	9.57288E-06
GFS_6871	14831.47872	6.76033E-05
GFS_6887	2616.898645	1.19281E-05
GFS_6906	30896.04163	0.000140827
GFS_6910	1767.406639	8.05601E-06
GFS_6915	636033.6526	0.002899104
GFS_6950	391936.98	0.001786487
GFS_6954	97996.31854	0.000446677
GFS_6964	7399.896134	3.37295E-05
GFS_6979	10272.98966	4.68253E-05
GFS_6982	8174.385924	3.72597E-05
GFS_6983	696.1187101	3.17298E-06
GFS_6987	14159.97067	6.45425E-05
GFS_6992	19400.36457	8.84288E-05
GFS_6995	7122.283007	3.24641E-05
GFS_7003	421351.7082	0.001920562
GFS_7006	82431.94956	0.000375733
GFS_7014	19066.22974	8.69057E-05
GFS_7027	609.3267865	2.77737E-06
GFS_7029	15132.37268	6.89748E-05
GFS_7033	12964.65821	5.90942E-05
GFS_7037	14069.8709	6.41319E-05
GFS_7047	55509.3283	0.000253017
GFS_7064	198346.2341	0.000904082
GFS_7114	1289557.062	0.005877928
GFS_7115	399176.7196	0.001819487
GFS_7138	96047.47401	0.000437794
GFS_7148	55236.65958	0.000251774
GFS_7155	4914.505936	2.24008E-05
GFS_7156	1048.496093	4.77915E-06
GFS_7157	1076.470557	4.90666E-06
GFS_7162	3747.969877	1.70836E-05
GFS_7163	146541.2063	0.000667949
GFS_7164	28545.86365	0.000130115
GFS_7177	82925.08384	0.000377981
GFS_7182	607179.135	0.002767582
GFS_7187	1812.560481	8.26183E-06
GFS_72	18039.65496	8.22265E-05
GFS_7207	77798.32467	0.000354612
GFS_7213	126518.79	0.000576685
GFS_7238	14930.77779	6.8056E-05
GFS_7244	989.4417193	4.50997E-06
GFS_7245	44172.27065	0.000201342
GFS_7248	6967.386023	3.1758E-05
GFS_7267	29176.78904	0.000132991
GFS_7316	57904.6484	0.000263935
GFS_74	8236.350673	3.75421E-05
GFS_7411	4998.108855	2.27819E-05
GFS_7412	13192.6677	6.01335E-05
GFS_7420	37700.49324	0.000171843
GFS_7426	4268.873361	1.94579E-05
GFS_7427	101007.7893	0.000460403
GFS_7430	49043.74566	0.000223546
GFS_7433	989.5688717	4.51055E-06
GFS_7435	813.1019715	3.7062E-06
GFS_7441	136890.5466	0.000623961
GFS_7451	234035.9995	0.001066759
GFS_7453	37534.48192	0.000171086
GFS_7458	69782.52809	0.000318076
GFS_7470	26184.85846	0.000119353
GFS_7485	110428.1425	0.000503342
GFS_7493	72073.27106	0.000328517
GFS_7509	9383.566544	4.27712E-05
GFS_7524	83790.36736	0.000381925
GFS_7532	22160.10589	0.000101008
GFS_7533	44494.31856	0.000202809
GFS_7538	62609.41955	0.00028538
GFS_7541	637912.9949	0.00290767
GFS_7544	18910.81157	8.61973E-05
GFS_7545	57883.71834	0.00026384
GFS_7556	465.0841757	2.1199E-06
GFS_7557	120992.1819	0.000551494
GFS_7590	6169.499605	2.81212E-05
GFS_7611	15229.38484	6.9417E-05
GFS_7618	44994.04232	0.000205087
GFS_7628	22216.48453	0.000101265
GFS_7630	20238.03714	9.2247E-05
GFS_7632	73192.86503	0.00033362
GFS_7634	44820.38487	0.000204296
GFS_7647	892316.7368	0.004067267
GFS_7656	201956.5211	0.000920538
GFS_7658	7268.941494	3.31325E-05
GFS_7679	145960.4036	0.000665302
GFS_7692	57590.38369	0.000262503
GFS_7712	14483.51249	6.60173E-05
GFS_7720	35271.97754	0.000160773
GFS_7730	10225.50007	4.66088E-05
GFS_7744	5300.251993	2.41591E-05
GFS_7752	13470.76742	6.14011E-05
GFS_7809	562870.7516	0.00256562
GFS_7813	19155.321	8.73118E-05
GFS_7831	64773.89799	0.000295246
GFS_7836	60555.53237	0.000276018
GFS_785	48428.74259	0.000220743
GFS_7852	46423.25364	0.000211602
GFS_7859	59073.50715	0.000269263
GFS_788	191679.0775	0.000873692
GFS_7891	78698.17624	0.000358714
GFS_7929	144439.7884	0.000658371
GFS_7934	311384.2249	0.00141932
GFS_7960	287.5220844	1.31055E-06
GFS_7964	72278.77334	0.000329454
GFS_7972	27549.21208	0.000125572
GFS_7976	2599.713582	1.18497E-05
GFS_7991	44095.41947	0.000200991
GFS_7992	2900.709869	1.32217E-05
GFS_8002	535669.4402	0.002441634
GFS_8026	7120.342341	3.24552E-05
GFS_8028	2977.491195	1.35717E-05
GFS_8029	95844.63565	0.000436869
GFS_8033	19813.37129	9.03113E-05
GFS_8085	27230.97104	0.000124121
GFS_8094	88995.35483	0.00040565
GFS_8103	82374.65528	0.000375472
GFS_8108	21295.17479	9.70655E-05
GFS_8115	173833.8059	0.000792352
GFS_8142	7495.110807	3.41635E-05
GFS_8143	48930.52249	0.00022303
GFS_8148	12691.90868	5.7851E-05
GFS_8172	223125.9028	0.00101703
GFS_8260	23908.08094	0.000108975
GFS_8261	17968.61329	8.19027E-05
GFS_8262	16317.49869	7.43768E-05
GFS_8269	331850.2678	0.001512606
GFS_8284	12563.56409	5.7266E-05
GFS_8291	25861.15803	0.000117878
GFS_8293	84929.63454	0.000387118
GFS_8318	53491.60535	0.00024382
GFS_8321	125333.5492	0.000571283
GFS_8322	52259.72649	0.000238205
GFS_8339	6492.166099	2.95919E-05
GFS_8346	89816.02638	0.00040939
GFS_8349	73115.6379	0.000333268
GFS_8364	6586.716164	3.00229E-05
