MAGs	count	percentage
GFS_837	941826.9764	0.00429294
GFS_8370	8176.476709	3.72692E-05
GFS_8374	61722.2814	0.000281336
GFS_838	3872.276166	1.76502E-05
GFS_8391	1425.258325	6.49647E-06
GFS_8461	66941.99436	0.000305128
GFS_8469	197554.9312	0.000900475
GFS_8474	58993.55012	0.000268898
GFS_8488	1286.931463	5.86596E-06
GFS_8503	38930.03364	0.000177447
GFS_8505	1006434.395	0.004587427
GFS_8508	61044.94407	0.000278249
GFS_8533	53685.21767	0.000244702
GFS_8536	777.7971765	3.54528E-06
GFS_8551	111422.5401	0.000507875
GFS_8554	5381.024672	2.45272E-05
GFS_8562	44565.08229	0.000203132
GFS_8576	124197.6533	0.000566105
GFS_8591	18444.98829	8.40741E-05
GFS_8595	8251.528687	3.76113E-05
GFS_860	464520.6461	0.002117331
GFS_8613	99953.10494	0.000455596
GFS_8628	1570.468091	7.15835E-06
GFS_8634	52310.80004	0.000238438
GFS_8635	27894.69008	0.000127147
GFS_8640	112355.414	0.000512127
GFS_8650	3092.174255	1.40944E-05
GFS_8654	108481.8323	0.000494471
GFS_8656	1199.635216	5.46806E-06
GFS_8658	1605.174939	7.31655E-06
GFS_8703	4928.499123	2.24646E-05
GFS_8728	58755.64673	0.000267814
GFS_8737	599488.9791	0.00273253
GFS_8752	26511.8584	0.000120844
GFS_8754	422602.6882	0.001926265
GFS_8783	16823.46427	7.6683E-05
GFS_8785	3501427.24	0.015959849
GFS_8796	195294.6926	0.000890172
GFS_8808	539789.3684	0.002460413
GFS_8810	199314.6232	0.000908496
GFS_8812	525192.2021	0.002393878
GFS_8852	4956.36695	2.25916E-05
GFS_8868	19138.21753	8.72339E-05
GFS_8869	6618.066993	3.01658E-05
GFS_8870	38438.64822	0.000175207
GFS_8894	3450.593713	1.57281E-05
GFS_8903	24557.26102	0.000111934
GFS_8915	11191.1688	5.10104E-05
GFS_8917	1539526.106	0.007017311
GFS_8930	6404.874607	2.9194E-05
GFS_8935	2938.205732	1.33926E-05
GFS_895	14775.1374	6.73465E-05
GFS_8951	3525.650073	1.60703E-05
GFS_8969	11781.62554	5.37018E-05
GFS_897	33833.68448	0.000154217
GFS_898	87835.89885	0.000400365
GFS_8992	5163.741325	2.35368E-05
GFS_8995	1264.337101	5.76297E-06
GFS_8996	185393.7349	0.000845043
GFS_9010	4664.0256	2.12591E-05
GFS_9019	29952.47973	0.000136526
GFS_9042	35819.52255	0.000163269
GFS_9078	393840.0124	0.001795161
GFS_9081	73398.07859	0.000334556
GFS_9107	242240.1339	0.001104154
GFS_913	24671.1744	0.000112454
GFS_9137	75664.35811	0.000344886
GFS_9145	127327.9956	0.000580374
GFS_9151	569109.0538	0.002594055
GFS_9157	67141.10359	0.000306036
GFS_9164	1889212.434	0.008611216
GFS_9165	706535.7797	0.00322046
GFS_9179	127619.1216	0.0005817
GFS_9180	77008.48455	0.000351012
GFS_919	87441.85728	0.000398569
GFS_9194	570.790282	2.60172E-06
GFS_9203	56186.00674	0.000256101
GFS_9207	434546.6664	0.001980706
GFS_9225	2013.609385	9.17823E-06
GFS_9240	34231.94058	0.000156033
GFS_9243	36395.29387	0.000165893
GFS_9244	4473.990549	2.03929E-05
GFS_9245	7694.295493	3.50714E-05
GFS_9246	43137.1803	0.000196624
GFS_9248	15458.80698	7.04628E-05
GFS_9251	9664.490756	4.40517E-05
GFS_9260	285380.3683	0.001300792
GFS_9266	6402.857925	2.91849E-05
GFS_9270	30726.41919	0.000140054
GFS_9280	14570.66389	6.64145E-05
GFS_9284	55980.13202	0.000255163
GFS_9285	43132.88055	0.000196604
GFS_9287	1602.485546	7.30429E-06
GFS_9291	1212.671655	5.52748E-06
GFS_9293	29212.21884	0.000133152
GFS_9294	9197.330741	4.19223E-05
GFS_9302	60133.56203	0.000274095
GFS_9303	61630.27474	0.000280917
GFS_9305	5792.165406	2.64013E-05
GFS_9306	93751.18594	0.000427327
GFS_9307	2155.701325	9.8259E-06
GFS_9309	3793.444038	1.72909E-05
GFS_9316	78921.2945	0.000359731
GFS_9325	53301.5311	0.000242954
GFS_9332	52222.3732	0.000238035
GFS_9354	47424.45049	0.000216165
GFS_9355	4273.131337	1.94774E-05
GFS_9360	2560.319281	1.16702E-05
GFS_9361	2388.388126	1.08865E-05
GFS_9362	9137.837542	4.16512E-05
GFS_9369	136920.9252	0.000624099
GFS_9370	247174.4228	0.001126645
GFS_9371	107630.1215	0.000490589
GFS_9379	11528.07863	5.25461E-05
GFS_9395	58089.57228	0.000264778
GFS_9397	834.4492398	3.8035E-06
GFS_9404	1186.897995	5.41E-06
GFS_9411	3525.426336	1.60692E-05
GFS_9413	12277.13673	5.59604E-05
GFS_9416	658.1792344	3.00005E-06
GFS_9422	25259.51982	0.000115135
GFS_9423	182132.434	0.000830178
GFS_9436	16085.32753	7.33185E-05
GFS_9438	47087.40272	0.000214629
GFS_9464	99396.47236	0.000453059
GFS_9469	3674.836326	1.67503E-05
GFS_9486	296282.6882	0.001350486
GFS_9488	161127.6199	0.000734436
GFS_9491	948192.5698	0.004321955
GFS_950	58448.2751	0.000266413
GFS_9506	59048.45209	0.000269149
GFS_9507	82261.38004	0.000374955
GFS_9516	55588.80543	0.000253379
GFS_953	9503.607359	4.33184E-05
GFS_9560	65145.96328	0.000296942
GFS_9566	1182.360837	5.38932E-06
GFS_957	41150.94847	0.00018757
GFS_960	11499.86559	5.24175E-05
GFS_9619	733370.4255	0.003342774
GFS_9622	319874.6702	0.00145802
GFS_9658	21131.43088	9.63191E-05
GFS_9665	26123.69014	0.000119074
GFS_9666	132239.0137	0.000602758
GFS_9674	17064.87879	7.77834E-05
GFS_9681	12594.45591	5.74068E-05
GFS_9688	231215.9907	0.001053905
GFS_9690	48598.36678	0.000221516
GFS_9696	20994.68604	9.56958E-05
GFS_9704	55744.24765	0.000254088
GFS_9708	120650.4327	0.000549937
GFS_971	1222.433675	5.57197E-06
GFS_9710	61238.76073	0.000279132
GFS_9723	1217.883383	5.55123E-06
GFS_9736	370798.6289	0.001690137
GFS_9740	14401.46814	6.56433E-05
GFS_975	461.8379325	2.1051E-06
GFS_9775	2085.249182	9.50477E-06
GFS_9790	31731.24703	0.000144634
GFS_9794	13764.22289	6.27387E-05
GFS_9806	113523.3578	0.000517451
GFS_982	16714.31911	7.61855E-05
GFS_9826	61267.46214	0.000279263
GFS_9835	3344.977723	1.52467E-05
GFS_9851	1603422.252	0.007308556
GFS_9853	146768.2603	0.000668984
GFS_9857	357913.2385	0.001631404
GFS_9863	81083.00457	0.000369584
GFS_9876	8401.904334	3.82967E-05
GFS_9887	63886.43044	0.000291201
GFS_9894	2511.067671	1.14457E-05
GFS_9901	25202.61654	0.000114876
GFS_9929	70907.33349	0.000323203
GFS_995	7320.077283	3.33656E-05
GFS_9950	532043.8224	0.002425108
GFS_9957	44155.12007	0.000201263
GFS_9967	379201.8818	0.001728439
GFS_9968	232569.0237	0.001060072
GL100_DN_concoct_188	6369.081849	2.90309E-05
GL100_DN_metabat_24_sub	45331.71639	0.000206626
GL100_DN_metabinner_4	19489.58107	8.88354E-05
GL100_UP_concoct_3_sub	357860.9335	0.001631165
GL100_UP_concoct_8	49798.93799	0.000226988
GL102_DN_concoct_7	286665.144	0.001306648
GL102_DN_metabinner_13_sub	25299.98881	0.00011532
GL102_UP_concoct_98	57717.51335	0.000263082
GL102_UP_metabinner_1	1447.232937	6.59663E-06
GL103_DN_concoct_198	66787.77553	0.000304425
GL103_DN_concoct_203	105361.9698	0.00048025
GL103_DN_metabat_42	46992.12885	0.000214195
GL103_DN_metabat_67	13070.63805	5.95773E-05
GL103_DN_metabinner_11	7202.804478	3.28311E-05
GL103_UP_concoct_32	7226.472667	3.2939E-05
GL103_UP_concoct_68	23715.29819	0.000108097
GL104_DN_metabinner_1	10164.32302	4.633E-05
GL104_UP_metabat_28	22592.46141	0.000102979
GL106_DN_concoct_110	4813.637784	2.1941E-05
GL106_DN_concoct_178	2992.924945	1.3642E-05
GL106_DN_concoct_191	11501.66292	5.24257E-05
GL106_DN_concoct_198	30136.86149	0.000137367
GL106_DN_concoct_40	46187.31426	0.000210526
GL106_DN_concoct_74_sub	62020.41381	0.000282695
GL106_DN_concoct_81	33064.92654	0.000150713
GL106_DN_metabat_118	3692.923815	1.68327E-05
GL106_DN_metabat_43	18941.09948	8.63354E-05
GL106_DN_metabat_7	11722.12198	5.34306E-05
GL106_DN_metabat_82_sub	8546.717747	3.89568E-05
GL106_DN_metabinner_15	31113.81163	0.00014182
GL106_UP_concoct_6_sub	29824.383	0.000135942
GL106_UP_metabat_27	2904.546762	1.32392E-05
GL106_UP_metabat_84_sub	77028.34857	0.000351103
GL106_UP_metabat_85	46521.52469	0.00021205
GL106_UP_metabinner_3	12502.60843	5.69881E-05
GL106_UP_metabinner_5	1301.081992	5.93046E-06
GL109_DN_concoct_119	6435.446723	2.93334E-05
GL109_DN_concoct_176	136930.7111	0.000624144
GL109_DN_concoct_84	35940.80941	0.000163822
GL109_DN_metabat_10_sub	63265.45135	0.00028837
GL109_DN_metabat_33	1118.926337	5.10018E-06
GL109_DN_metabinner_25_sub	50349.75651	0.000229499
GL109_DN_metabinner_3	1351.919651	6.16218E-06
GL109_DN_metabinner_4	11111.83023	5.06488E-05
GL109_DN_metabinner_7	1612.897512	7.35175E-06
GL11_Down_metabinner_1	5224.43463	2.38135E-05
GL11_UP_metabinner_1	12879.59049	5.87064E-05
GL111_DN_concoct_133	15683.10117	7.14851E-05
GL111_DN_concoct_187	111024.4133	0.00050606
GL111_DN_concoct_63	6465.372567	2.94698E-05
GL114_DN_concoct_123_sub	3603.152295	1.64235E-05
GL114_DN_concoct_132_sub	177181.3815	0.00080761
GL114_DN_concoct_147	27870.56134	0.000127037
GL114_DN_concoct_170	225846.3746	0.00102943
GL114_DN_concoct_30	45957.03062	0.000209477
GL114_DN_concoct_40	65674.429	0.000299351
GL114_DN_metabat_102	607.7198815	2.77005E-06
GL114_DN_metabat_143_sub	101753.3115	0.000463802
GL114_DN_metabat_36	122994.2679	0.00056062
GL114_DN_metabat_60_sub	564473.4836	0.002572926
GL114_DN_metabinner_11	930.2805516	4.24031E-06
GL114_DN_metabinner_19_sub	572.9675738	2.61164E-06
GL114_DN_metabinner_22_sub	3559.903341	1.62264E-05
GL114_DN_metabinner_24	44593.98091	0.000203264
GL114_DN_metabinner_27_sub	2618.694876	1.19363E-05
GL114_DN_metabinner_3	2210.37681	1.00751E-05
GL114_DN_metabinner_41_sub	15375.63628	7.00837E-05
GL114_DN_metabinner_8	1385.196675	6.31386E-06
GL114_DN_metabinner_9	14578.12706	6.64485E-05
GL115_DN_concoct_111	10113.5807	4.60987E-05
GL115_DN_concoct_119_sub	27590.58166	0.000125761
GL115_DN_concoct_120	30227.5834	0.00013778
GL115_DN_concoct_74	169389.2863	0.000772093
GL115_DN_metabinner_4	8499.565197	3.87419E-05
GL115_DN_metabinner_5_sub	47042.61682	0.000214425
GL115_UP_concoct_109	88276.68131	0.000402374
GL115_UP_metabinner_16	7111.563367	3.24152E-05
GL115_UP_metabinner_3	24265.10456	0.000110603
GL115_UP_metabinner_4	55236.864	0.000251775
GL115_UP_metabinner_8	50452.56721	0.000229968
GL116_DN_concoct_233	106888.6265	0.000487209
GL116_DN_concoct_43_sub	133614.2535	0.000609027
GL116_DN_metabat_127	13499.08269	6.15301E-05
GL116_DN_metabat_24	405.5237384	1.84842E-06
GL116_DN_metabat_50_sub	148222.1023	0.000675611
GL116_DN_metabat_82_sub	34276.45482	0.000156235
GL116_DN_metabinner_1	12393.59395	5.64912E-05
GL116_DN_metabinner_10	44824.86788	0.000204316
GL116_DN_metabinner_17_sub	1429.523541	6.51591E-06
GL116_DN_metabinner_2	12909.83005	5.88443E-05
GL116_DN_metabinner_37_sub	6679.185863	3.04444E-05
GL116_DN_metabinner_41	8809.537006	4.01547E-05
GL116_DN_metabinner_44	1489.75638	6.79046E-06
GL116_DN_metabinner_6	28174.10692	0.00012842
GL116_DN_metabinner_9_sub	38041.18239	0.000173395
GL116_UP_concoct_182	9163.389554	4.17676E-05
GL116_UP_concoct_28	114363.9898	0.000521282
GL116_UP_concoct_39	24913.63482	0.000113559
GL116_UP_metabinner_4	25184.793	0.000114795
GL117_DN_concoct_115	113412.8458	0.000516947
GL117_DN_concoct_140	7254.386923	3.30662E-05
GL117_DN_concoct_150	27677.7806	0.000126158
GL117_DN_concoct_4	6012.548824	2.74058E-05
GL117_DN_concoct_40	7217.774783	3.28993E-05
GL117_DN_concoct_61	53180.72927	0.000242403
GL117_DN_metabinner_1	7832.816157	3.57027E-05
GL117_DN_metabinner_7	38986.98027	0.000177706
GL117_UP_concoct_13	7608.114189	3.46785E-05
GL117_UP_concoct_174	44593.38515	0.000203261
GL117_UP_concoct_184_sub	1172.928608	5.34632E-06
GL117_UP_concoct_2_sub	77695.14414	0.000354142
GL117_UP_concoct_203	25561.13211	0.00011651
GL117_UP_concoct_205_sub	25649.96282	0.000116915
GL117_UP_concoct_262_sub	18540.1785	8.4508E-05
GL117_UP_concoct_38	17166.44193	7.82463E-05
GL117_UP_concoct_61_sub	13262.35905	6.04511E-05
GL117_UP_metabat_119	11151.47822	5.08295E-05
GL117_UP_metabat_65_sub	88172.84777	0.000401901
GL117_UP_metabat_70	9333.622294	4.25436E-05
GL117_UP_metabinner_1	2896.372239	1.32019E-05
GL117_UP_metabinner_13	2568.298989	1.17066E-05
GL117_UP_metabinner_18_sub	29817.44522	0.000135911
GL117_UP_metabinner_71	3032.666397	1.38232E-05
GL117_UP_metabinner_9	29004.94579	0.000132207
GL119_DN_concoct_128_sub	135698.3724	0.000618527
GL119_DN_concoct_136	12334.82809	5.62234E-05
GL119_DN_concoct_18	37609.07947	0.000171426
GL119_DN_concoct_185	9845.436839	4.48765E-05
GL119_DN_concoct_221_sub	226625.5428	0.001032981
GL119_DN_metabat_62	513.5396034	2.34076E-06
GL119_DN_metabinner_10	10673.56871	4.86512E-05
GL119_DN_metabinner_2	5567.764832	2.53784E-05
GL119_DN_metabinner_42	22356.17843	0.000101902
GL119_UP_concoct_106_sub	26246.26887	0.000119633
GL119_UP_concoct_128	6150.552027	2.80348E-05
GL119_UP_concoct_148	369541.4146	0.001684406
GL119_UP_metabinner_5	17680.04747	8.05874E-05
GL119_UP_metabinner_6	20672.22361	9.4226E-05
GL12_Down_metabinner_1	16214.42215	7.39069E-05
GL12_Down_metabinner_5	169641.9465	0.000773245
GL12_DownB_concoct_31	8448.908985	3.8511E-05
GL12_DownB_metabinner_4	26463.95021	0.000120625
GL12_Up_concoct_50_sub	2887.753667	1.31627E-05
GL12_Up_metabinner_6	8116.167978	3.69943E-05
GL121_DN_concoct_22	4351.767356	1.98358E-05
GL121_DN_concoct_91	8266.613883	3.768E-05
GL121_DN_metabinner_5	21349.43526	9.73128E-05
GL121_UP_concoct_83	109109.5352	0.000497332
GL121_UP_metabinner_1	4923.330097	2.2441E-05
GL122_DN_concoct_12_sub	5345.789103	2.43666E-05
GL122_DN_concoct_176_sub	4937.422635	2.25053E-05
GL122_DN_concoct_198_sub	329252.7521	0.001500766
GL122_DN_concoct_46_sub	37478.66575	0.000170831
GL122_DN_metabat_127_sub	904484.3894	0.004122729
GL122_DN_metabat_140_sub	277780.9131	0.001266153
GL122_DN_metabat_25	8925.57672	4.06837E-05
GL122_DN_metabinner_12_sub	5762.715017	2.6267E-05
GL122_DN_metabinner_19_sub	80444.74218	0.000366675
GL122_UP_concoct_118	21688.95515	9.88604E-05
GL122_UP_concoct_132_sub	194653.1529	0.000887248
GL122_UP_concoct_153_sub	1613.766463	7.35571E-06
GL122_UP_concoct_154	35496.07925	0.000161795
GL122_UP_concoct_160	397046.6061	0.001809777
GL122_UP_concoct_204	363014.814	0.001654657
GL122_UP_concoct_49	6812.252305	3.10509E-05
GL122_UP_metabat_50	11047.61035	5.03561E-05
GL122_UP_metabat_61_sub	14311.83282	6.52347E-05
GL122_UP_metabat_70	8290.176826	3.77874E-05
GL122_UP_metabat_80	6028.089909	2.74766E-05
GL122_UP_metabinner_21_sub	1179.136653	5.37462E-06
GL122_UP_metabinner_34_sub	433674.6001	0.001976731
GL122_UP_metabinner_4	114671.4837	0.000522684
GL122_UP_metabinner_5	26979.79576	0.000122977
GL124_DN_concoct_140	2523.062902	1.15004E-05
GL124_DN_concoct_180_sub	36160.35932	0.000164822
GL124_DN_concoct_187	10453.36626	4.76475E-05
GL124_DN_concoct_3	19772.53314	9.01251E-05
GL124_DN_concoct_31_sub	45930.12449	0.000209354
GL124_DN_concoct_48_sub	57681.76887	0.000262919
GL124_DN_metabat_122_sub	37590.0356	0.000171339
GL124_DN_metabat_128	91540.85255	0.000417252
GL124_DN_metabat_147	35166.88573	0.000160294
GL124_DN_metabat_23	35010.3383	0.000159581
GL124_DN_metabat_32_sub	127881.3861	0.000582896
GL124_DN_metabat_39_sub	884.2246466	4.03038E-06
GL124_DN_metabat_50_sub	1401.592048	6.38859E-06
GL124_DN_metabat_88_sub	69298.45387	0.000315869
GL124_DN_metabat_99	305.7770262	1.39376E-06
GL124_DN_metabinner_1	169.1297352	7.7091E-07
GL124_DN_metabinner_10_sub	28494.75375	0.000129882
GL124_DN_metabinner_19	665.493991	3.03339E-06
GL124_DN_metabinner_2	134.9845406	6.15273E-07
GL124_DN_metabinner_20	240.3340656	1.09547E-06
GL124_DN_metabinner_24	49911.01151	0.000227499
GL124_DN_metabinner_25	2717.838921	1.23882E-05
GL124_DN_metabinner_3	50.74502278	2.31301E-07
GL124_DN_metabinner_32_sub	24739.31543	0.000112764
GL124_DN_metabinner_4	291.4961064	1.32867E-06
GL124_DN_metabinner_44	44399.34841	0.000202377
GL124_DN_metabinner_8	6759.90485	3.08123E-05
GL124_UP_concoct_118_sub	5887.526371	2.68359E-05
GL124_UP_concoct_186	67856.64756	0.000309297
GL124_UP_concoct_188_sub	133309.4933	0.000607638
GL124_UP_concoct_207	14761.00194	6.72821E-05
GL124_UP_concoct_211	6197.568104	2.82491E-05
GL124_UP_concoct_213	31617.8657	0.000144117
GL124_UP_concoct_234	12578.4921	5.7334E-05
GL124_UP_concoct_33	155271.462	0.000707743
GL124_UP_concoct_38_sub	36880.46812	0.000168105
GL124_UP_concoct_69	46707.42344	0.000212897
GL124_UP_concoct_70_sub	632503.3043	0.002883012
GL124_UP_concoct_72	41308.56529	0.000188288
GL124_UP_concoct_88	18135.80587	8.26648E-05
GL124_UP_metabat_123	3644.85402	1.66136E-05
GL124_UP_metabat_21	12118.98641	5.52395E-05
GL124_UP_metabat_8_sub	44196.24661	0.000201451
GL124_UP_metabat_89	7692.124483	3.50615E-05
GL124_UP_metabinner_14_sub	79026.02604	0.000360208
GL124_UP_metabinner_16	5702.740664	2.59937E-05
GL124_UP_metabinner_24_sub	120156.3366	0.000547684
GL124_UP_metabinner_39	11453.57324	5.22065E-05
GL127_UP_concoct_10	7137.997206	3.25357E-05
GL127_UP_concoct_103	99251.91625	0.0004524
GL127_UP_concoct_112_sub	7595.570013	3.46214E-05
GL127_UP_metabat_20_sub	12061.81722	5.49789E-05
GL127_UP_metabinner_22	3918.488707	1.78609E-05
GL127_UP_metabinner_5	5105.292384	2.32704E-05
GL13_Down_concoct_98	26819.24124	0.000122245
GL13_DownB_concoct_175	1478942.939	0.006741167
GL13_UpB_metabat_56_sub	195454.4074	0.0008909
GL130_DN_concoct_4	23686.72138	0.000107966
GL130_UP_concoct_108_sub	13131.26237	5.98536E-05
GL130_UP_metabat_84	15665.00857	7.14026E-05
GL130_UP_metabinner_7_sub	25042.11553	0.000114144
GL132_DN_concoct_102	426195.6081	0.001942641
GL132_DN_concoct_114	12114.73991	5.52202E-05
GL132_DN_concoct_262	33851.45116	0.000154298
GL132_DN_metabinner_20	12276.21584	5.59562E-05
GL132_UP_concoct_175	42593.68178	0.000194146
GL132_UP_concoct_180	58533.78186	0.000266803
GL132_UP_concoct_56	21697.3849	9.88988E-05
GL132_UP_metabat_4_sub	126717.9409	0.000577593
GL133_DN_concoct_143	139384.6617	0.000635329
GL133_DN_concoct_61	23056.67594	0.000105095
GL133_DN_metabinner_11_sub	13972.50291	6.3688E-05
GL133_DN_metabinner_5	73655.62568	0.00033573
GL133_UP_concoct_191	55487.21635	0.000252916
GL133_UP_concoct_193	353914.4183	0.001613177
GL133_UP_concoct_53	253346.0627	0.001154776
GL133_UP_metabinner_6	248314.106	0.00113184
GL135_DN_concoct_129	8729.02751	3.97878E-05
GL135_DN_metabat_53_sub	103252.3413	0.000470634
GL135_DN_metabinner_19	120955.0064	0.000551325
GL135_UP_concoct_100	225590.7553	0.001028265
GL135_UP_concoct_13	64174.39848	0.000292513
GL135_UP_concoct_162	12671.17255	5.77564E-05
GL135_UP_concoct_228	935572.5253	0.004264431
GL135_UP_concoct_231	481755.0249	0.002195887
GL135_UP_metabat_97_sub	68153.86704	0.000310652
GL137_UP_concoct_219	64188.77184	0.000292579
GL137_UP_concoct_28	17948.96368	8.18131E-05
GL137_UP_concoct_3	121431.1564	0.000553495
GL137_UP_concoct_56	136873.4145	0.000623882
GL137_UP_concoct_7	12663.89586	5.77233E-05
GL137_UP_concoct_73	5004.590564	2.28114E-05
GL137_UP_concoct_75	82668.52972	0.000376811
GL137_UP_concoct_87	33558.50282	0.000152963
GL137_UP_metabat_84	55048.55756	0.000250917
GL139_DN_metabinner_2	10692.74579	4.87386E-05
GL139_UP_concoct_203_sub	150759.9332	0.000687179
GL139_UP_concoct_236_sub	17003.84189	7.75052E-05
GL139_UP_concoct_52_sub	13205.30527	6.01911E-05
GL139_UP_concoct_95_sub	34062.28524	0.000155259
GL139_UP_metabat_106	24105.79346	0.000109877
GL139_UP_metabat_150	80181.68502	0.000365476
GL139_UP_metabat_204	94624.08569	0.000431306
GL139_UP_metabat_48	92338.58375	0.000420888
GL139_UP_metabat_62	10616.2934	4.83901E-05
GL139_UP_metabinner_1	41117.25602	0.000187416
GL139_UP_metabinner_10	5695.785596	2.5962E-05
GL139_UP_metabinner_14	20094.00308	9.15904E-05
GL139_UP_metabinner_2_sub	13832.85127	6.30515E-05
GL139_UP_metabinner_22_sub	8045.59507	3.66726E-05
GL139_UP_metabinner_4	39488.50033	0.000179992
GL139_UP_metabinner_6	4410.09364	2.01016E-05
GL139_UP_metabinner_7_sub	54639.73083	0.000249053
GL139_UP_metabinner_9	4088.211453	1.86345E-05
GL14_Down_concoct_38	9878.557398	4.50274E-05
GL14_Down_metabat_54	10026.56118	4.57021E-05
GL14_Up_metabinner_14_sub	39761.07258	0.000181235
GL140_1_concoct_120	6660.543597	3.03594E-05
GL140_1_concoct_122	8946.556384	4.07793E-05
GL140_1_concoct_178_sub	2653.566614	1.20952E-05
GL140_1_concoct_209	28817.90652	0.000131355
GL140_1_concoct_229	162582.2962	0.000741066
GL140_1_concoct_253_sub	37764.30863	0.000172133
GL140_1_concoct_263	14014.42592	6.38791E-05
GL140_1_concoct_273_sub	18128.16513	8.263E-05
GL140_1_concoct_88_sub	94949.70572	0.00043279
GL140_1_metabat_118	179220.9956	0.000816907
GL140_1_metabat_162	37187.8593	0.000169506
GL140_1_metabat_52	10261.10511	4.67711E-05
GL140_1_metabinner_10	46020.42209	0.000209766
GL140_1_metabinner_102	166773.1884	0.000760169
GL140_1_metabinner_16	48853.79896	0.00022268
GL140_1_metabinner_31_sub	298484.6217	0.001360522
GL140_1_metabinner_32	22237.64503	0.000101361
GL140_1_metabinner_34_sub	119296.9689	0.000543767
GL140_1_metabinner_43_sub	19983.5873	9.10872E-05
GL140_2_concoct_119	23040.86763	0.000105023
GL140_2_concoct_144	51202.4771	0.000233386
GL140_2_concoct_166	13179.15192	6.00719E-05
GL140_2_concoct_208_sub	323300.618	0.001473636
GL140_2_concoct_320	69027.02673	0.000314632
GL140_2_concoct_333	54579.70966	0.00024878
GL140_2_concoct_38	123874.7318	0.000564633
GL140_2_concoct_4_sub	17507.15955	7.97994E-05
GL140_2_concoct_47_sub	267916.7174	0.001221191
GL140_2_metabat_101	8407.994808	3.83245E-05
GL140_2_metabat_110_sub	23825.04042	0.000108597
GL140_2_metabat_280	15749.06797	7.17858E-05
GL140_2_metabat_324_sub	114002.9942	0.000519637
GL140_2_metabinner_14	9478.488447	4.32039E-05
GL140_2_metabinner_33	11852.38541	5.40243E-05
GL140_2_metabinner_76	26627.57164	0.000121371
GL140_2_metabinner_78	15918.61419	7.25586E-05
GL140_2_metabinner_80	37548.02627	0.000171148
GL140_2_metabinner_95	13610.65645	6.20387E-05
GL140_3_concoct_108	20565.51625	9.37396E-05
GL140_3_concoct_119_sub	37306.1986	0.000170045
GL140_3_concoct_145_sub	27506.29189	0.000125376
GL140_3_concoct_147	70973.61051	0.000323505
GL140_3_concoct_162_sub	120607.5319	0.000549741
GL140_3_concoct_225_sub	97595.721	0.000444851
GL140_3_concoct_242	34245.50276	0.000156094
GL140_3_concoct_299	63471.46655	0.000289309
GL140_3_concoct_85_sub	174426.3041	0.000795052
GL140_3_metabat_188_sub	41861.34312	0.000190808
GL140_3_metabat_219	25043.4832	0.000114151
GL140_3_metabat_377_sub	2271.343145	1.0353E-05
GL140_3_metabinner_10	1746.950719	7.96277E-06
GL140_3_metabinner_16_sub	31964.2358	0.000145696
GL140_3_metabinner_17	3704.987817	1.68877E-05
GL140_3_metabinner_27	2801.035382	1.27674E-05
GL140_3_metabinner_3	8624.644394	3.9312E-05
GL140_3_metabinner_33_sub	11204.16318	5.10697E-05
GL140_3_metabinner_37_sub	9679.435666	4.41198E-05
GL140_3_metabinner_40	4172.441556	1.90184E-05
GL140_3_metabinner_59_sub	59834.43697	0.000272731
GL140_3_metabinner_64	33482.7272	0.000152618
GL140_3_metabinner_7_sub	57692.01867	0.000262966
GL140_3_metabinner_78	4183.456908	1.90686E-05
GL140_4_concoct_121_sub	19461.96269	8.87095E-05
GL140_4_concoct_222_sub	25891.83368	0.000118018
GL140_4_concoct_248_sub	34513.32434	0.000157315
GL140_4_concoct_80	35764.47676	0.000163018
GL140_4_metabat_167	5318.340488	2.42415E-05
GL140_4_metabat_193_sub	19160.40369	8.7335E-05
GL140_4_metabat_227	2065.981563	9.41695E-06
GL140_4_metabinner_12_sub	5009.125322	2.28321E-05
GL140_4_metabinner_127_sub	7331.748782	3.34188E-05
GL140_5_concoct_206	39860.18402	0.000181687
GL140_5_concoct_247_sub	9076.946263	4.13736E-05
GL140_5_concoct_333_sub	102851.1831	0.000468806
GL140_5_concoct_341	3731.252439	1.70074E-05
GL140_5_metabat_102_sub	3357.598412	1.53043E-05
GL140_5_metabat_2_sub	13579.36831	6.18961E-05
GL140_5_metabat_218_sub	10323.4018	4.70551E-05
GL140_5_metabat_254	4972.30029	2.26642E-05
GL140_5_metabat_326_sub	4538.343538	2.06862E-05
GL140_5_metabat_328	2471.280493	1.12643E-05
GL140_5_metabat_446_sub	113971.3809	0.000519493
GL140_5_metabinner_107	15092.16843	6.87916E-05
GL140_5_metabinner_168_sub	29757.66893	0.000135638
GL140_5_metabinner_184_sub	25641.52599	0.000116877
GL140_5_metabinner_26	69375.83311	0.000316222
GL140_5_metabinner_33_sub	2190.301693	9.98361E-06
GL140_5_metabinner_35_sub	7822.371381	3.56551E-05
GL140_5_metabinner_43	9262.667531	4.22201E-05
GL140_5_metabinner_54_sub	13771.40149	6.27714E-05
GL140_5_metabinner_6	42298.99314	0.000192803
GL140_5_metabinner_64	13549.32542	6.17592E-05
GL140_5_metabinner_86	32734.23881	0.000149206
GL140_5_metabinner_97_sub	66901.92562	0.000304946
GL140_6_metabinner_22	61818.57875	0.000281775
GL15_Down_concoct_104	8736.184666	3.98204E-05
GL15_Down_concoct_136_sub	58812.96359	0.000268075
GL15_Down_metabat_17	34309.41338	0.000156386
